element_id,centroid_x_mm,centroid_y_mm,centroid_z_mm,sample_voxels,bvtv,youngs_modulus_mpa,poissons_ratio,threshold
351,81.8761796,-15.8225739,168.005371,77,1,8534.64,0.246,-441.003906
352,129.302752,-15.8225739,168.005371,82,1,8534.64,0.246,-441.003906
353,-202.683259,17.13382,168.005371,82,0,0,0.246,-441.003906
354,-155.256686,17.13382,168.005371,77,0,0,0.246,-441.003906
355,-107.830113,17.13382,168.005371,77,0.467532468,2471.60122,0.246,-441.003906
356,-60.4035395,17.13382,168.005371,82,0,0,0.246,-441.003906
357,-12.9769664,17.13382,168.005371,82,0,0,0.246,-441.003906
358,34.4496066,17.13382,168.005371,77,0,0,0.246,-441.003906
359,81.8761796,17.13382,168.005371,77,0,0,0.246,-441.003906
360,129.302752,17.13382,168.005371,82,0,0,0.246,-441.003906
361,-202.683259,50.0902138,168.005371,83,0,0,0.246,-441.003906
362,-155.256686,50.0902138,168.005371,78,0,0,0.246,-441.003906
363,-107.830113,50.0902138,168.005371,78,0.0256410256,21.7645603,0.246,-441.003906
364,-60.4035395,50.0902138,168.005371,83,0,0,0.246,-441.003906
365,-12.9769664,50.0902138,168.005371,83,0,0,0.246,-441.003906
366,34.4496066,50.0902138,168.005371,78,0.0897435897,167.718438,0.246,-441.003906
367,81.8761796,50.0902138,168.005371,78,0,0,0.246,-441.003906
368,129.302752,50.0902138,168.005371,83,0,0,0.246,-441.003906
369,-202.683259,83.0466077,168.005371,81,0,0,0.246,-441.003906
370,-155.256686,83.0466077,168.005371,81,0,0,0.246,-441.003906
371,-107.830113,83.0466077,168.005371,81,0,0,0.246,-441.003906
372,-60.4035395,83.0466077,168.005371,81,0,0,0.246,-441.003906
373,-12.9769664,83.0466077,168.005371,81,0.444444444,2275.76651,0.246,-441.003906
374,34.4496066,83.0466077,168.005371,81,0,0,0.246,-441.003906
375,81.8761796,83.0466077,168.005371,81,0,0,0.246,-441.003906
376,129.302752,83.0466077,168.005371,81,0,0,0.246,-441.003906
377,-202.683259,116.003001,168.005371,80,0,0,0.246,-441.003906
378,-155.256686,116.003001,168.005371,81,0,0,0.246,-441.003906
379,-107.830113,116.003001,168.005371,81,0,0,0.246,-441.003906
380,-60.4035395,116.003001,168.005371,80,0,0,0.246,-441.003906
381,-12.9769664,116.003001,168.005371,80,0,0,0.246,-441.003906
382,34.4496066,116.003001,168.005371,81,0,0,0.246,-441.003906
383,81.8761796,116.003001,168.005371,81,0,0,0.246,-441.003906
384,129.302752,116.003001,168.005371,80,0,0,0.246,-441.003906
