element_id,centroid_x_mm,centroid_y_mm,centroid_z_mm,sample_voxels,bvtv,youngs_modulus_mpa,poissons_ratio,threshold
291,-107.830113,17.13382,104.504395,77,1,8534.64,0.246,-441.003906
292,-60.4035395,17.13382,104.504395,82,0.0487804878,62.0906796,0.246,-441.003906
293,-12.9769664,17.13382,104.504395,82,1,8534.64,0.246,-441.003906
294,34.4496066,17.13382,104.504395,77,1,8534.64,0.246,-441.003906
295,81.8761796,17.13382,104.504395,77,1,8534.64,0.246,-441.003906
296,129.302752,17.13382,104.504395,82,1,8534.64,0.246,-441.003906
297,-202.683259,50.0902138,104.504395,83,0,0,0.246,-441.003906
298,-155.256686,50.0902138,104.504395,78,0,0,0.246,-441.003906
299,-107.830113,50.0902138,104.504395,78,0,0,0.246,-441.003906
300,-60.4035395,50.0902138,104.504395,83,0.0361445783,38.0886484,0.246,-441.003906
301,-12.9769664,50.0902138,104.504395,83,0,0,0.246,-441.003906
302,34.4496066,50.0902138,104.504395,78,0.0512820513,67.3641432,0.246,-441.003906
303,81.8761796,50.0902138,104.504395,78,0,0,0.246,-441.003906
304,129.302752,50.0902138,104.504395,83,0,0,0.246,-441.003906
305,-202.683259,83.0466077,104.504395,81,0,0,0.246,-441.003906
306,-155.256686,83.0466077,104.504395,81,0,0,0.246,-441.003906
307,-107.830113,83.0466077,104.504395,81,0,0,0.246,-441.003906
308,-60.4035395,83.0466077,104.504395,81,0,0,0.246,-441.003906
309,-12.9769664,83.0466077,104.504395,81,0,0,0.246,-441.003906
310,34.4496066,83.0466077,104.504395,81,0.012345679,6.61233162,0.246,-441.003906
311,81.8761796,83.0466077,104.504395,81,0,0,0.246,-441.003906
312,129.302752,83.0466077,104.504395,81,0,0,0.246,-441.003906
313,-202.683259,116.003001,104.504395,80,0,0,0.246,-441.003906
314,-155.256686,116.003001,104.504395,81,0,0,0.246,-441.003906
315,-107.830113,116.003001,104.504395,81,0,0,0.246,-441.003906
316,-60.4035395,116.003001,104.504395,80,0,0,0.246,-441.003906
317,-12.9769664,116.003001,104.504395,80,0,0,0.246,-441.003906
318,34.4496066,116.003001,104.504395,81,0.111111111,237.55814,0.246,-441.003906
319,81.8761796,116.003001,104.504395,81,0,0,0.246,-441.003906
320,129.302752,116.003001,104.504395,80,0,0,0.246,-441.003906
321,-202.683259,-114.691755,168.005371,80,0.5875,3586.47689,0.246,-441.003906
322,-155.256686,-114.691755,168.005371,81,1,8534.64,0.246,-441.003906
323,-107.830113,-114.691755,168.005371,81,1,8534.64,0.246,-441.003906
324,-60.4035395,-114.691755,168.005371,80,1,8534.64,0.246,-441.003906
325,-12.9769664,-114.691755,168.005371,80,1,8534.64,0.246,-441.003906
326,34.4496066,-114.691755,168.005371,81,1,8534.64,0.246,-441.003906
327,81.8761796,-114.691755,168.005371,81,1,8534.64,0.246,-441.003906
328,129.302752,-114.691755,168.005371,80,0,0,0.246,-441.003906
329,-202.683259,-81.7353616,168.005371,81,1,8534.64,0.246,-441.003906
330,-155.256686,-81.7353616,168.005371,81,1,8534.64,0.246,-441.003906
331,-107.830113,-81.7353616,168.005371,81,1,8534.64,0.246,-441.003906
332,-60.4035395,-81.7353616,168.005371,81,1,8534.64,0.246,-441.003906
333,-12.9769664,-81.7353616,168.005371,81,1,8534.64,0.246,-441.003906
334,34.4496066,-81.7353616,168.005371,81,1,8534.64,0.246,-441.003906
335,81.8761796,-81.7353616,168.005371,81,1,8534.64,0.246,-441.003906
336,129.302752,-81.7353616,168.005371,81,1,8534.64,0.246,-441.003906
337,-202.683259,-48.7789678,168.005371,83,1,8534.64,0.246,-441.003906
338,-155.256686,-48.7789678,168.005371,78,1,8534.64,0.246,-441.003906
339,-107.830113,-48.7789678,168.005371,78,1,8534.64,0.246,-441.003906
340,-60.4035395,-48.7789678,168.005371,83,0.373493976,1713.98682,0.246,-441.003906
341,-12.9769664,-48.7789678,168.005371,83,1,8534.64,0.246,-441.003906
342,34.4496066,-48.7789678,168.005371,78,0,0,0.246,-441.003906
343,81.8761796,-48.7789678,168.005371,78,1,8534.64,0.246,-441.003906
344,129.302752,-48.7789678,168.005371,83,1,8534.64,0.246,-441.003906
345,-202.683259,-15.8225739,168.005371,82,0,0,0.246,-441.003906
346,-155.256686,-15.8225739,168.005371,77,1,8534.64,0.246,-441.003906
347,-107.830113,-15.8225739,168.005371,77,1,8534.64,0.246,-441.003906
348,-60.4035395,-15.8225739,168.005371,82,1,8534.64,0.246,-441.003906
349,-12.9769664,-15.8225739,168.005371,82,0.768292683,5553.84459,0.246,-441.003906
350,34.4496066,-15.8225739,168.005371,77,1,8534.64,0.246,-441.003906
