element_id,centroid_x_mm,centroid_y_mm,centroid_z_mm,sample_voxels,bvtv,youngs_modulus_mpa,poissons_ratio,threshold
298,-155.256686,50.0902138,104.504395,78,0,0,0.246,300
299,-107.830113,50.0902138,104.504395,78,0,0,0.246,300
300,-60.4035395,50.0902138,104.504395,83,0,0,0.246,300
301,-12.9769664,50.0902138,104.504395,83,0,0,0.246,300
302,34.4496066,50.0902138,104.504395,78,0,0,0.246,300
303,81.8761796,50.0902138,104.504395,78,0,0,0.246,300
304,129.302752,50.0902138,104.504395,83,0,0,0.246,300
305,-202.683259,83.0466077,104.504395,81,0,0,0.246,300
306,-155.256686,83.0466077,104.504395,81,0,0,0.246,300
307,-107.830113,83.0466077,104.504395,81,0,0,0.246,300
308,-60.4035395,83.0466077,104.504395,81,0,0,0.246,300
309,-12.9769664,83.0466077,104.504395,81,0,0,0.246,300
310,34.4496066,83.0466077,104.504395,81,0,0,0.246,300
311,81.8761796,83.0466077,104.504395,81,0,0,0.246,300
312,129.302752,83.0466077,104.504395,81,0,0,0.246,300
313,-202.683259,116.003001,104.504395,80,0,0,0.246,300
314,-155.256686,116.003001,104.504395,81,0,0,0.246,300
315,-107.830113,116.003001,104.504395,81,0,0,0.246,300
316,-60.4035395,116.003001,104.504395,80,0,0,0.246,300
317,-12.9769664,116.003001,104.504395,80,0,0,0.246,300
318,34.4496066,116.003001,104.504395,81,0,0,0.246,300
319,81.8761796,116.003001,104.504395,81,0,0,0.246,300
320,129.302752,116.003001,104.504395,80,0,0,0.246,300
321,-202.683259,-114.691755,168.005371,80,0,0,0.246,300
322,-155.256686,-114.691755,168.005371,81,0,0,0.246,300
323,-107.830113,-114.691755,168.005371,81,0,0,0.246,300
324,-60.4035395,-114.691755,168.005371,80,0,0,0.246,300
325,-12.9769664,-114.691755,168.005371,80,0,0,0.246,300
326,34.4496066,-114.691755,168.005371,81,0,0,0.246,300
327,81.8761796,-114.691755,168.005371,81,0,0,0.246,300
328,129.302752,-114.691755,168.005371,80,0,0,0.246,300
329,-202.683259,-81.7353616,168.005371,81,0,0,0.246,300
330,-155.256686,-81.7353616,168.005371,81,0.0740740741,122.670791,0.246,300
331,-107.830113,-81.7353616,168.005371,81,0,0,0.246,300
332,-60.4035395,-81.7353616,168.005371,81,0.962962963,8025.43956,0.246,300
333,-12.9769664,-81.7353616,168.005371,81,0.592592593,3637.28928,0.246,300
334,34.4496066,-81.7353616,168.005371,81,0,0,0.246,300
335,81.8761796,-81.7353616,168.005371,81,0.197530864,606.834408,0.246,300
336,129.302752,-81.7353616,168.005371,81,0.395061728,1878.23137,0.246,300
337,-202.683259,-48.7789678,168.005371,83,0,0,0.246,300
338,-155.256686,-48.7789678,168.005371,78,0,0,0.246,300
339,-107.830113,-48.7789678,168.005371,78,0,0,0.246,300
340,-60.4035395,-48.7789678,168.005371,83,0.0963855422,188.418957,0.246,300
341,-12.9769664,-48.7789678,168.005371,83,0.987951807,8367.66906,0.246,300
342,34.4496066,-48.7789678,168.005371,78,0,0,0.246,300
343,81.8761796,-48.7789678,168.005371,78,0,0,0.246,300
344,129.302752,-48.7789678,168.005371,83,0,0,0.246,300
345,-202.683259,-15.8225739,168.005371,82,0,0,0.246,300
346,-155.256686,-15.8225739,168.005371,77,0,0,0.246,300
347,-107.830113,-15.8225739,168.005371,77,0,0,0.246,300
348,-60.4035395,-15.8225739,168.005371,82,0.841463415,6441.58357,0.246,300
349,-12.9769664,-15.8225739,168.005371,82,0,0,0.246,300
350,34.4496066,-15.8225739,168.005371,77,0.532467532,3055.22368,0.246,300
351,81.8761796,-15.8225739,168.005371,77,0.454545455,2360.6752,0.246,300
352,129.302752,-15.8225739,168.005371,82,0,0,0.246,300
353,-202.683259,17.13382,168.005371,82,0,0,0.246,300
354,-155.256686,17.13382,168.005371,77,0,0,0.246,300
355,-107.830113,17.13382,168.005371,77,0,0,0.246,300
356,-60.4035395,17.13382,168.005371,82,0,0,0.246,300
357,-12.9769664,17.13382,168.005371,82,0,0,0.246,300
358,34.4496066,17.13382,168.005371,77,0,0,0.246,300
359,81.8761796,17.13382,168.005371,77,0,0,0.246,300
360,129.302752,17.13382,168.005371,82,0,0,0.246,300
361,-202.683259,50.0902138,168.005371,83,0,0,0.246,300
362,-155.256686,50.0902138,168.005371,78,0,0,0.246,300
363,-107.830113,50.0902138,168.005371,78,0,0,0.246,300
364,-60.4035395,50.0902138,168.005371,83,0,0,0.246,300
365,-12.9769664,50.0902138,168.005371,83,0,0,0.246,300
366,34.4496066,50.0902138,168.005371,78,0,0,0.246,300
367,81.8761796,50.0902138,168.005371,78,0,0,0.246,300
368,129.302752,50.0902138,168.005371,83,0,0,0.246,300
369,-202.683259,83.0466077,168.005371,81,0,0,0.246,300
370,-155.256686,83.0466077,168.005371,81,0,0,0.246,300
371,-107.830113,83.0466077,168.005371,81,0,0,0.246,300
372,-60.4035395,83.0466077,168.005371,81,0,0,0.246,300
373,-12.9769664,83.0466077,168.005371,81,0,0,0.246,300
374,34.4496066,83.0466077,168.005371,81,0,0,0.246,300
375,81.8761796,83.0466077,168.005371,81,0,0,0.246,300
376,129.302752,83.0466077,168.005371,81,0,0,0.246,300
377,-202.683259,116.003001,168.005371,80,0,0,0.246,300
378,-155.256686,116.003001,168.005371,81,0,0,0.246,300
379,-107.830113,116.003001,168.005371,81,0,0,0.246,300
380,-60.4035395,116.003001,168.005371,80,0,0,0.246,300
381,-12.9769664,116.003001,168.005371,80,0,0,0.246,300
382,34.4496066,116.003001,168.005371,81,0,0,0.246,300
383,81.8761796,116.003001,168.005371,81,0,0,0.246,300
384,129.302752,116.003001,168.005371,80,0,0,0.246,300
